x,y
-5.072010121580334,-3.996467102107976
-5.460638770959788,-3.9428777737810843
-6.415370742050414,-5.420645322765359
-5.990536325130688,-5.566297729602772
5.013001891877907,6.453534077157316
6.865774511144757,5.4738329209117875
5.276690799330019,5.827183249036024
-4.3523114618993075,-3.4769701435919744
-4.740117205751576,-4.21817712822269
-5.702053093877352,-5.327662146597768
3.8086965027973516,5.65655360863383
4.5599555133030165,5.130740577286091
7.143944089325325,5.633919022318011
6.441273289066116,3.5641378488205606
5.064280019095463,3.922255222070694
-4.084597882297926,-4.6712488903403155
-4.41314290619973,-2.8095443741900215
4.2696333682828636,5.216458589581975
6.765454240281096,5.404981710960955
-6.918771215299041,-5.026513875449217
-5.392108153132158,-6.463514948132119
4.514636452170897,5.081874139386323
-5.11564828238824,-5.301103695589289
-5.808493602893187,-5.501757043584536
-4.703879722935424,-4.738944727820111
5.81286211883896,5.629628841923612
6.083051243175277,6.053802052034903
3.929107501938888,5.482472415243185
6.632411303931635,3.5698586220393675
-5.600638689918805,-5.291693749793277
5.899599875433251,5.307299520876609
5.625667347765006,4.142842443583717
4.025318329772679,5.787084603742452
-6.062303713726105,-4.526407569364818
2.974857413342393,5.186454314769428
-4.18648278263033,-6.230864316433955
-3.534351231078446,-5.225776300486536
1.7587326599309274,3.9756123586657104
4.227174785462428,4.763181393259991
-4.261533420004589,-4.82863171881003
-6.106334974006028,-6.196206624080671
-5.463417692812462,-5.4657297535702565
4.319975278421509,5.232253697161004
-4.187474177605802,-3.6437599714291773
4.284696290740031,5.679597748934675
5.570890510693167,6.135565640180599
4.684730755359654,5.758969220493268
-5.034711769705243,-6.168678037619532
-4.503285846988767,-5.138264301171184
-3.8571771854849795,-4.248066967313226
-5.219671887837512,-4.642887428488254
5.473237624573545,4.927171087343127
-4.7424496092772355,-5.074445915766168
-6.328186048898431,-4.8031387641308765
3.7391160456649546,5.917861947054776
5.504987278980457,5.865755194170122
5.173180925851182,5.3853173797288365
-6.6074832345612275,-4.815366141467695
-5.234153374723336,-5.234136956949181
4.791877749642725,4.506999065341168
-5.919424234233803,-3.4500655949824606
-4.6759160306052046,-5.3850822804163165
-5.908024075521211,-6.412303701335292
6.158595579007404,4.179317681648289
3.622330632042909,4.062174960084877
-3.1138140987894696,-4.825422187168161
-4.208968052956953,-5.909387454794739
4.073069528421917,4.9404746439382
-5.47917423784529,-5.1856589766638175
4.410635243055788,5.849602097021025
-3.4207871844926085,-4.2325652708470916
-5.529760203767038,-4.486732566886644
7.122156197012633,6.032465260551147
4.735343166762044,7.720169166589619
-4.900348634912358,-5.503475654116199
-6.724917832513032,-5.562287529240972
-7.619745104089745,-4.178097495624776
5.2809918677350325,4.377300480179406
-5.839217523222638,-5.309212375851215
4.74743184860684,3.7522168180351505
-6.550663431066132,-4.931437025193973
-5.676922000305959,-4.388323711159132
-4.994886543357539,-5.234587133375147
5.214093744130204,3.754261221288012
5.19905969557347,4.399783122841205
-4.908239223464498,-6.987568914600892
6.586016816145352,3.762184501173151
-4.9029224506519595,-4.031355009467111
-4.758037728433965,-6.913280244657798
6.16316375215496,5.010233061019587
5.51503526720866,5.513785950912209
-6.236950710878082,-6.320456613084277
3.4806300340459866,4.5157659271337485
6.2669111491866225,4.292330534381219
-4.177455087896811,-6.220843649971022
-4.478058434383103,-4.703015326766814
4.776537214674149,5.714000494092092
4.922898290585896,5.341151974816644
-4.638363974952366,-5.645119754605124
-5.469474385934952,-4.457439956414035
4.5250546888390435,4.346670767426288
-6.150993577422303,-4.6243019816543285
5.954001763493203,5.651391251305798
-5.192360964781122,-4.698452657666388
-3.5221059552584837,-5.518270218273647
4.2074792615673,4.885263558533101
-4.912952931761828,-5.2990073504658675
-4.939769790058974,-2.536757887514714
4.338213535231612,5.852433334796224
5.113517345251248,5.6621306745210465
-5.161285711666009,-4.595949143185462
5.443819428146228,5.774634053429336
4.754611883997129,4.246263835642511
3.7997035929442236,4.665498764159052
-4.656381710431539,-6.763040155362734
4.848214904964417,5.588317206484577
5.069802084990019,4.61468640313824
-5.783253292336237,-5.322061516205675
5.045571839903814,4.348399652394183
-5.601706612229397,-3.147721815491062
7.314658566673509,3.132734807408252
5.963376129244322,5.412780926936498
-5.34271451652677,-5.802277269221619
4.153206281931595,3.4851527753141354
5.293072473298682,4.285648581973632
-3.969000477504049,-4.068719880883801
-4.77254006539587,-3.6928572457175717
-6.012831120334424,-4.685752667404726
5.250492850345877,5.346448209496976
5.058208718446,3.8570297021693767
-4.791136404995244,-6.959670123879776
4.110485570374477,4.184189715034561
5.686260190374513,3.3872841288103483
5.82206015999449,6.896792982653947
-3.597205689063901,-6.4018510627922804
7.133033374656266,3.047912200477498
-5.013497224737934,-6.057710928955901
-4.668736568596436,-4.024454872877641
5.515047686306048,8.85273149065472
5.357015485965047,4.307090404739346
-6.478521990367428,-5.719844208394709
-5.544382724525183,-4.889077410290134
4.528068134210566,6.088950596967366
-4.932471795312076,-6.424748186213456
-5.035826039109952,-3.435356344185994
4.553485047932979,5.856398794323472
-4.638604394491586,-3.461963433534031
4.116142563798867,5.153725105945528
5.357787360348283,5.560784526368234
4.018491348952049,5.46210347426327
0,0
0.111111,0.22222222222
2,2
-2,-2.02
-1,0
-1,1
-3,-1
-5.12324,-1.123123
5.123123,5.123
